15629,Daredevil (1998) #28,28,53452,19,"UNDERBOSS PART 4 Why are assassins gunning for Daredevil? Is Kingpin dead? ", | Boomerang | Daredevil | Elektra, | editor:Kelly Lamy | editor:Nanci Dakesian | editor:Stuart Moore | writer:Brian Michael Bendis | colorist:Matt Hollingsworth | penciller (cover):Alex Maleev,, | onsaleDate:2002-02-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-03-24T00:00:00-0400 | digitalPurchaseDate:2011-11-01T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99,2001,12
 
