39772,Avengers: X-Sanction (2011) #1,1,93380,5,"How has Cable been reborn? Where has he been since SECOND COMING? And what dark event has driven him to destroy the Avengers? ", | Avengers | Cable | Captain America | Lethal Legion | Whirlwind, | letterer:Albert Deschesne | artist:Morry Hollowell | artist:Dexter Vines | writer:Jeph Loeb | penciller (cover):Ed McGuinness,, | onsaleDate:2011-12-14T00:00:00-0500 | focDate:2011-11-30T00:00:00-0500 | unlimitedDate:2013-02-01T00:00:00-0500 | digitalPurchaseDate:2011-12-14T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
