17963,X-Force (1991) #118,118,54209,25,, | Bloke | Doop | Orphan | U-Go Girl | Vivisector | X-Force | X-Men, | letterer:Blambot | colorist:Laura Allred | penciler:Mike Allred | editor:Axel Alonso | writer:Peter Milligan,, | onsaleDate:2001-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-05-05T00:00:00-0400, | printPrice:0 ,2001,7

