26096,Nova (2007) #31,31,22917,94,"A REALM OF KINGS story! Torn between duty and friendship, the galaxy's #1 lawman hunts for the most wanted man in the universe: Darkhawk! Determined to bring him to justice, Nova will rocket into the universe's most dangerous new location: The Fault! ", | Nova, | writer:Dan Abnett | writer:Andy Lanning | colorist:Impacto - Bruno Hang | penciller:Brandon Peterson | letterer:Cory Petit | inker:Andrea Di Vito,, | onsaleDate:2009-11-04T00:00:00-0500 | focDate:2009-10-15T00:00:00-0400 | unlimitedDate:2011-03-10T00:00:00-0500, | printPrice:2.99,2009,11
 
