4838,Heroes for Hire (2006) #1,1,9635,150,"CIVIL WAR Tie-in!,2006,10
<br>As CIVIL WAR rages through the Marvel Universe, an unlikely group of heroes have gathered together to hunt down and capture criminals who refuse to sign the Registration Act. In response to the overwhelming number of masked fugitives on the loose, Misty Knight and Colleen Wing use their bail bonds skills, underworld connections and government funding to lead an all-new   Heroes for Hire into battle. Action, adventure, crime, beautiful women and Kung Fu chaos come together in this explosive new series from writers Justin Gray & Jimmy Palmiotti with art by Billy Tucci! Featuring BLACK CAT, SHFANG CHI-THE MASTER OF KUNG FU, PALADIN, MISTY KNIGHT, COLLEEN WING and THE ALL-NEW TARANTULA.
<br>32 PGS./Rated T+ ...$2.99
<br>", | Heroes For Hire, | writer:Justin Gray | writer:Jimmy Palmiotti | letterer:Dave Lanphear | inker:Tom Palmer | penciller (cover):Billy Tucci, | Civil War, | onsaleDate:2006-08-23T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2013-02-05T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
