49131,Ultimate FF (2014) #3,3,14413,140,"""PALACE OF THE BRINE"" (PART 2 of 2) - Invasion from a parallel Earth! - A new ATLANTIS will rise! - Will NAMOR massacre his own people to survive? ",, | writer:Joshua Hale Fialkov | penciller (cover):Greg Land,, | onsaleDate:2014-06-18T00:00:00-0400 | focDate:2014-06-04T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-18T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
