29809,Fall of the Hulks: The Savage She-Hulks (2010) #3,3,27809,74,"The WORLD WAR HULKS battle lines are being drawn; whose side are the SHE-HULKS on?  Will the Sensational, Savage, and Red She-Hulks choose their allies wisely, or will the list of Marvel's Gamma-Girded Girls go from THREE...to NONE? By the indomitable team of Jeff Parker (FALL OF THE HULKS: ALPHA, HULKED-OUT HEROES, ATLAS) and Salva Espin (INCREDIBLE HERCULES)! Rated T  ...$3.99", | Hulk, | penciller:Salvador Espin | writer:Jeff Parker, | Fall of the Hulks, | onsaleDate:2010-05-26T00:00:00-0400 | focDate:2010-05-06T00:00:00-0400 | unlimitedDate:2011-01-07T00:00:00-0500, | printPrice:3.99 ,2010,5

