25702,Marvel Adventures Super Heroes (2008) #17,17,3306,287,"A living legend. A divine warrior. An armored knight. A synthetic man. A cosmic woman. A spy. A rookie. Separately, they are some of the most powerful beings on the planet, but when a great tragedy brings these seven together, they will become far more than individuals, they will become something more. Join up-and-coming writer PAUL TOBIN and artist IG GUARA (LOCKJAW & THE PET AVENGERS) for this newest launch in the revamped Marvel Adventures line!  All Ages ...$2.99",, | colorist:Niko Henrichon | colorist:Chris Sotomayor | inker:Norman Lee | letterer:Dave Sharpe | writer:Paul Tobin,, | onsaleDate:2009-11-11T00:00:00-0500 | focDate:2009-10-22T00:00:00-0400, | printPrice:2.99 ,2009,11

