36200,Daredevil: Reborn (2010) #2,2,29108,54,"THE SHADOWLAND FOLLOW-UP CONTINUES! He thought he had left his crime-fighting days behind him.  Guilt-ridden and alone, the man who would be Daredevil turned his back on the life he once knew, and fled into the New Mexico desert.  But when he stumbles across small-town corruption that threatens to erupt into something altogether more deadly, he finds that he cannot deny the hero within... ", | Daredevil, | penciller (cover):Jock | writer:Andy Diggle | penciller:DAVIDE GIANFELICE | editor:Stephen Wacker,, | onsaleDate:2011-02-16T00:00:00-0500 | focDate:2011-02-02T00:00:00-0500 | unlimitedDate:2011-12-13T00:00:00-0500 | digitalPurchaseDate:2013-05-28T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
