50890,Spider-Man 2099 (2014) #1,1,90690,5,"ALL-NEW SERIES FROM THE PAGES OF AMAZING SPIDER-MAN! The book you have been demanding for months finally hits the stands! Miguel O'Hara is Spider-Man in the year 2099 but he's currently stuck in the year 2014. He was stranded here by his father who is the head of an evil corporation called Alchemax in 2099. But in 2014, Alechmax has just been formed and Miguel has a chance to stop its corruption before it starts! You'd think being a man out of time would make you a man without enemies, but Spider-Man 2099 is about to discover that he's not the only one hoping for a better tomorrow, one that might be ensured by The Adjustor eliminating Miguel from the time stream altogether! Join comics legend (and Spider-Man 2099 creator) Peter David and breakthrough artist Will Sliney (Superior Spider-Man Team-up) for the most adventure you'll find in a book this side of the twenty second century! ",, | penciller (cover):Simone Bianchi | writer:Peter David | artist:William Sliney,, | onsaleDate:2014-07-09T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2015-01-12T00:00:00-0500 | digitalPurchaseDate:2014-07-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
