15015,X-Treme X-Men (2001) #13,13,74829,11,, | Bishop | Deadpool | Gambit | Iron Man | Magneto | Rhino | Rogue | Storm | Thunderbird (Neal Shaara) | Vargas | Wonder Man | X-Men, | writer:Chuck Austen | writer:Chris Claremont | writer:Stan Lee | editor:C. B. Cebulski | editor:Andrew Lis | editor:Ralph Macchio | editor:Brian Smith | editor:Lynne Yoshii | letterer:Chris Eliopoulos | letterer:Tom Orzechowski | penciller:David Finch | colorist:Liquid Graphics | colorist:Matt Milla | penciller (cover):Salvador Larroca | inker:Art Thibert,, | onsaleDate:2002-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-01-17T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,5

