49134,Ultimate FF (2014) #6,6,10617,183,"- The ULTIMATE UNIVERSE'S worst nightmare approaches - Jump into the future of the Ultimate Universe as the DOOMSDAY CLOCK counts down. - The END of the FUTURE FOUNDATION. ",, | penciller (cover):Andre Araujo | writer:Joshua Hale Fialkov,, | onsaleDate:2014-08-13T00:00:00-0400 | focDate:2014-08-06T00:00:00-0400 | unlimitedDate:2015-02-09T00:00:00-0500 | digitalPurchaseDate:2014-08-13T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
