37398,FF (2010) #1,1,6700,204,"The World's Greatest Comic Magazine just got greater! A bold new direction for Marvel's First Family featuring new members, old friends, older enemies and uneasy alliances! ", | Fantastic Four, | editor:Tom Brevoort | penciller:Steve Epting | writer:Jonathan Hickman,, | onsaleDate:2011-03-23T00:00:00-0400 | focDate:2011-03-09T00:00:00-0500 | unlimitedDate:2011-11-07T00:00:00-0500 | digitalPurchaseDate:2011-12-14T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,4
 
