36488,Avengers Academy (2010) #23,23,22422,89,"X-23 joins Avengers Academy! Plus, Reptil's darkest secret is revealed! ", | X-23, | letterer:Chris Eliopoulos | penciller (cover):Rodin Esquejo | writer:Christos Gage | artist:Scott Hanna | artist:Tom Raney | colorist:Chris Sotomayor, | Shattered Heroes, | onsaleDate:2011-12-14T00:00:00-0500 | focDate:2011-11-30T00:00:00-0500 | unlimitedDate:2012-06-29T00:00:00-0400 | digitalPurchaseDate:2012-03-06T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
