30346,Cable (2008) #24,24,30132,67,"""HOMECOMING,"" CONCLUSION This is it.  The conclusion of the time-hopping action thriller launched in the pages of ""Messiah CompleX.""  After hopping around New York City in the past and near future, Cable and Hope are closer than ever to the present...which means that Bishop is more desperate than ever to stop them.  No more hiding. No more plots. No more weapons. It's coming down to mutant vs. mutant in the subterranean tunnels of New York, and only one of them will make it back to Westchester alive.  You will not want to miss this issue, which leads directly into the X-MEN: SECOND COMING crossover. Rated T  ...$3.99", | Bishop | Cable | Hope Summers | New Mutants, | editor:Axel Alonso | penciller:Giancarlo Caracuzzo | penciller:Denys Cowan | letterer:Joe Caramagna | penciller (cover):Marko Djurdjevic | inker:Sandu Florea | inker:Alejandro Garza | colorist:Peter Pantazis | writer:Duane Swierczynski,, | onsaleDate:2010-03-10T00:00:00-0500 | focDate:2010-02-18T00:00:00-0500 | unlimitedDate:2010-12-13T00:00:00-0500 | digitalPurchaseDate:2011-12-28T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,3

