37395,FF (2010) #6,6,55601,18,"The return of the king! Black Bolt is back and determined to reclaim his throne. ", | Black Bolt | Fantastic Four, | penciller (cover):Mark Bagley | editor:Tom Brevoort | writer:Jonathan Hickman | penciller:Greg Tocchini,, | onsaleDate:2011-07-13T00:00:00-0400 | focDate:2011-06-20T00:00:00-0400 | unlimitedDate:2012-04-03T00:00:00-0400 | digitalPurchaseDate:2012-10-23T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,7
 
