15970,Omega Flight (2007) #4,4,52253,47,"OMEGA FLIGHT VS. THE WRECKING CREW!  Plus: the TRUE VILLAINS ARE REVEALED! ,2007,7
<br>32 PGS./Rated T+ ...$2.99
<br>", | Omega Flight, | letterer:Chris Eliopoulos | penciller (cover):Scott Kolins | writer:Mike Avon Oeming | colorist:Brian Reber, | Initiative, | onsaleDate:2007-07-11T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-07-22T00:00:00-0400, | printPrice:2.99
 
