49119,She-Hulk (2014) #5,5,24736,90,"- She-Hulk& Hellcat must uncover the secrets of the Blue File â€"" a conspiracy that touches the entire Marvel Universe! - This new mystery brings us She-Hulk's most terrifying role ever: DEFENDANT! - Charles Soule (THUNDERBOLTS) and Ron Wemberly (MIGHTY AVENGERS) continue the smash hit of All-New Marvel Now! ",, | writer:Charles Soule | penciller (cover):Kevin P. Wada,, | onsaleDate:2014-06-11T00:00:00-0400 | focDate:2014-05-19T00:00:00-0400 | unlimitedDate:2014-12-15T00:00:00-0500 | digitalPurchaseDate:2014-06-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
