26834,Ultimate Comics Avengers (2009) #3,3,62678,15,"Nick Fury assembles a new team of deadly operatives to track down the renegade Captain America! But what will Hawkeye have to say about Fury's tactics? ",, | inker:Danny K. Miki | inker:Dexter Vines | writer:Mark Millar | penciller:Carlos Pacheco | letterer:Cory Petit | colorist:Justin Ponsor,, | onsaleDate:2009-10-28T00:00:00-0400 | focDate:2009-10-08T00:00:00-0400 | unlimitedDate:2010-12-23T00:00:00-0500 | digitalPurchaseDate:2012-01-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2009,10
 
