30512,S.H.I.E.L.D. (2010) #5,5,27133,65,"Who is the Night Machine?! ", | Celestials | S.H.I.E.L.D., | writer:Jonathan Hickman | letterer:Todd Klein | penciller:Gerald Parel | penciller:Dustin Weaver | artist:Joe Quesada | colorist:Christina Strain,, | onsaleDate:2010-12-29T00:00:00-0500 | focDate:2010-11-20T00:00:00-0500 | unlimitedDate:2013-04-08T16:23:19-0400 | digitalPurchaseDate:2012-04-24T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,12
 
