36336,Namor: The First Mutant (2010) #7,7,14001,128,"NAMOR GOES TO HELL, part 2 of 3! Lost in an arid desert, Namor seeks an escape from the underworld -- while events spiral out of control in New Atlantis. Namor's only hope: one determined young X-Man -- and the man called DOCTOR DOOM! ", | Doctor Doom | Sub-Mariner, | writer:Stuart Moore | penciller (cover):Phil Noto | penciller:Ariel Olivetti | editor:Jeanine Schaefer,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-08T00:00:00-0500, | printPrice:2.99,2011,2
 35960,Namor: The First Mutant (2010) #7,7,14001,128,"NAMOR GOES TO HELL, part 2 of 3! Lost in an arid desert, Namor seeks an escape from the underworld -- while events spiral out of control in New Atlantis. Namor's only hope: one determined young X-Man -- and the man called DOCTOR DOOM! ", | Sub-Mariner, | writer:Stuart Moore | penciller (cover):Phil Noto | penciller:Ariel Olivetti | editor:Jeanine Schaefer,, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-08T00:00:00-0500 | unlimitedDate:2012-01-06T00:00:00-0500 | digitalPurchaseDate:2012-08-07T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99
 
