27071,War of Kings: Ascension (2009) #4,4,22327,94,"What happened at the end of WAR OF KINGS #4, and what did Darkhawk have to do with it? Only Chris Powell knows the terrible deeds the Fraternity of Raptors will carry out to protect their so-called ""Great Purpose"", but who will believe or trust the paranoid warnings of a lone young Earthman? The entire universe thinks he's committed an appalling crime-and now Darkhawk is cosmic enemy #1!  Rated T  ...$3.99",, | colorist:Guru-eFX | colorist:Brandon Peterson | writer:Dan Abnett | writer:Andy Lanning | penciller:Wellington Alves | other:Chris Eliopoulos | inker:Scott Hanna | letterer:Cory Petit, | War of Kings, | onsaleDate:2009-07-29T00:00:00-0400 | focDate:2009-07-09T00:00:00-0400 | unlimitedDate:2010-10-26T00:00:00-0400 | digitalPurchaseDate:2012-06-19T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,7

