51147,Amazing X-Men (2013) #14,14,31468,76,"AXIS TIE-IN! As the events of AXIS reach a boiling point, both X-Men and Avengers find themselves in precarious positions. Not the least of which are Nightcrawler and Mystique-as this tumultuous mother/son combo reaches and a point in their relationship they've never faced before! ",, | penciller (cover):Kris Anka | artist:Carlo Barberi | writer:Chris Yost, | Axis, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-03T00:00:00-0500 | unlimitedDate:2015-06-08T00:00:00-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
