50207,Savage Hulk (2014) #2,2,31194,97,"AN ALL-NEW SERIES BY SUPERSTAR ALAN DAVIS!!! While HULK and ABOMINATION have the clash of the century&hellip; &hellip;the X-MEN do the Monster Mash! And PROFESSOR X plans to&hellip;terminate the Hulk?!?",, | penciller (cover):Alan Davis,, | onsaleDate:2014-07-16T00:00:00-0400 | focDate:2014-06-23T00:00:00-0400 | unlimitedDate:2015-01-19T00:00:00-0500 | digitalPurchaseDate:2014-07-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
