48852,Thor: God of Thunder (2012) #21,21,38055,49,"THE LAST DAYS OF MIDGARD, Part Three - ROXXON strikes back! - Broxton, Oklahoma under siege! - The Minotaur shakes hands with the king of the trolls! - And in the far future, King Thor is overwhelmed by the fury of Galactus! ",, | writer:Jason Aaron | penciller (cover):Esad Ribic,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
