20819,X-Men Legacy (2008) #209,209,82219,10,"As Xavier begins to wake up from his neural adventure through time, tension is at a high among the group. The presence of Magneto has done nothing to calm the situation. A single spark then ignites a furious battle between Frenzy and Karima! ", | X-Men, | writer:Mike Carey | colorist:Frank D'Armata | artist:Scot Eaton | penciller (cover):David Finch,, | onsaleDate:2008-03-26T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-02-04T00:00:00-0500 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,3
 
