27454,Marvel Super Hero Squad (2009) #1,1,6754,246,Two stories featuring your favorite Squaddies!  It's Captain America and friends in all-new adventures!, | New Mutants | Nightcrawler, | penciller (cover):Chris Bachalo | penciller:Carlo Barberi | penciller:Dario Brizuela | penciller:Marcelo DiChiara | writer:Nunzio DeFilippis | writer:Eugene Son | writer:Paul Tobin | writer:Christina Weir | other:Chris Eliopoulos | colorist:Ian Hannin | colorist:Rob Ro | colorist:Chris Sotomayor | inker:Chris Jones | editor:Mike Marts | editor:Stephanie Moore | editor:Cory Sedlmeier | letterer:Dave Sharpe,, | onsaleDate:2009-09-10T00:00:00-0400 | focDate:2009-08-20T00:00:00-0400 | unlimitedDate:2011-03-24T00:00:00-0400, | printPrice:2.99 ,2009,9

