26291,Secret Warriors (2008) #9,9,36363,54,"GOD OF FEAR, GOD OF WAR PART 3 Nick Fury's secret base is infiltrated by Norman Osborn and H.A.M.M.E.R.! It's Ares, Bullseye and Iron Patriot versus the Secret Warriors! ", | Dark Avengers | Nick Fury | Secret Warriors, | inker:Jim Cheung | inker:Alessandro Vitti | writer:Jonathan Hickman | letterer:Dave Lanphear | colorist:Justin Ponsor,, | onsaleDate:2009-10-28T00:00:00-0400 | focDate:2009-10-08T00:00:00-0400 | unlimitedDate:2010-11-09T00:00:00-0500 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,10
 
