458,Spider-Girl (1998) #72,72,20534,105,"In ""WHISPERS IN THE NIGHT,"" the Black Tarantula  continues his efforts to draw Spider-Girl to the dark side as she renews her hunt for the new Doctor Octopus!  32 PGS./ALL AGES...$2.99 ", | Spider-Girl (May Parker), | writer:Tom DeFalco | penciller (cover):Ron Frenz,, | onsaleDate:2004-04-07T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-12-15T00:00:00-0500, | printPrice:2.99 ,2004,4

