26094,Nova (2007) #29,29,23904,104,"STARSTALKER Part 1 of 2! How has the aftermath of the War of Kings affected the newly reborn and viciously battered Nova Corps? Out of the devastation-and from Marvel's cosmic past-strides a mysterious new threat...and an unexpected ally! ", | Nova, | writer:Dan Abnett | writer:Andy Lanning | colorist:Impacto - Bruno Hang | colorist:Brandon Peterson | inker:Nelson Pereira | letterer:Cory Petit | penciller:Kevin Sharpe,, | onsaleDate:2009-09-23T00:00:00-0400 | focDate:2009-09-03T00:00:00-0400 | unlimitedDate:2010-07-01T00:00:00-0400, | printPrice:2.99,2009,9
 
