24121,Hulk Monster-Size Special (2008) #1,1,28040,95,,,,, | onsaleDate:2008-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-09-11T00:00:00-0400, | printPrice:0 ,2008,10

