37397,FF (2010) #8,8,51917,19,"The War of Four Cities escalates and we learn what Marvel's First Family fears most! ", | Fantastic Four, | penciller (cover):Daniel Acuna | editor:Tom Brevoort | editor:Lauren Sankovitch | artist:Steve Epting | writer:Jonathan Hickman | colorist:Paul Mounts,, | onsaleDate:2011-08-24T00:00:00-0400 | focDate:2011-08-01T00:00:00-0400 | unlimitedDate:2012-04-04T00:00:00-0400 | digitalPurchaseDate:2012-10-23T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
