37064,Chaos War: Dead Avengers (2010) #1,1,20312,88,"CHAOS WAR tie-in! The Vision. Captain Mar-Vell. Yellowjacket. Deathcry. Swordsman. Dr. Druid. When Earth's Mightiest Heroes are taken out, these six find themselves mysteriously resurrected, to re-assemble against the Chaos King! ", | Avengers | Beast | Black Widow | Captain America | Captain Marvel (Mar-Vell) | Deathcry | Iron Man | Luke Cage | Spider-Man | Swordsman | Thor | Vision | Winter Soldier | Wolverine | Yellowjacket (Rita DeMara), | penciller:Tom Grummett | writer:Fred Van Lente, | Chaos War, | onsaleDate:2010-11-17T00:00:00-0500 | focDate:2010-10-28T00:00:00-0400 | unlimitedDate:2011-11-03T00:00:00-0400 | digitalPurchaseDate:2012-08-14T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,11
 
