48586,Captain America (2012) #19,19,34420,61,"- The story that will change the life of Captain America forever! - S.H.I.E.L.D.'S ultimate weapon hass fallen into the hands of The Iron Nail! - Cap trapped in the twisted mindscape of Dr. Mindbubble! - Jet Black and Falcon must make a horrible choice! ",, | penciller (cover):Nic Klein | writer:Rick Remender,, | onsaleDate:2014-04-02T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
