22496,Hulk (2008) #8,8,90759,3,"The Lady Liberators are committed to discovering Red Hulk's true identity, even if it kills them! Green Hulk must team up with Sentry, Ms Marvel, and Moon Knight to take down a dangerous Hulked-out Wendigo!", | Hulk, | letterer:Comicraft | inker:Art Adams | inker:Frank Cho | penciller:Chris Giarrusso | colorist:Jason Keith | colorist:Peter Steigerweld | writer:Audrey Loeb | writer:Jeph Loeb | other:Walden Wong,, | onsaleDate:2008-11-26T00:00:00-0500 | focDate:2008-11-06T00:00:00-0500 | unlimitedDate:2009-10-09T00:00:00-0400 | digitalPurchaseDate:2010-08-31T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2008,11

