48021,Amazing X-Men (2013) #3,3,51431,24,"- BEAST UNLEASHED! Dr. McCoy is pushed over the edge and gives into his savage side like never before! - The X-Men, split between heaven and hell, are in way over their heads! - Can they get to Nightcrawler before evil Azazel does? ", | Beast, | writer:Jason Aaron | penciller (cover):Ed McGuinness,, | onsaleDate:2014-01-15T00:00:00-0500 | focDate:2013-12-29T00:00:00-0500 | unlimitedDate:2014-07-07T00:00:00-0400 | digitalPurchaseDate:2014-01-15T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99
 
