49120,She-Hulk (2014) #6,6,23562,127,"Last issue, someone important to She-Hulk was killed &ndash; and she won&#39;t let it stand. But the mysterious blue file turns friend into foe, who can she trust? Charles Soule and Ron Wemberly continue the All New Marvel Now hit everyone&#39;s talking about!",, | writer:Charles Soule | penciller (cover):Kevin P. Wada,, | onsaleDate:2014-07-16T00:00:00-0400 | focDate:2014-06-23T00:00:00-0400 | unlimitedDate:2015-01-19T00:00:00-0500 | digitalPurchaseDate:2014-07-16T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:2.99
 
