29016,New Avengers (2004) #61,61,78202,5,"Steve Rogers makes his triumphant return to the Avengers, but is he too late? With the SIEGE on Asgard already begun, where can Captain America turn? When the gods fall, what chance does a Super Soldier stand? ",, | writer:Brian Michael Bendis | inker:Wade von Grawbadger | inker:Serge LaPointe | penciller:Stuart Immonen | colorist:Dave McCaig, | Siege, | onsaleDate:2010-01-27T00:00:00-0500 | focDate:2010-01-07T00:00:00-0500 | unlimitedDate:2011-06-06T00:00:00-0400 | digitalPurchaseDate:2012-04-10T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,1
 
