49788,Winter Soldier: The Bitter March (2014) #3,3,22203,109,"- SHIELD agent Ran Shen vs the Winter Soldier with the fate of the Cold War in the wings! - Hydra's top agents move in. - High octane spy-fi action in the mighty Marvel style! ",, | artist:Roland Boschi | writer:Rick Remender | penciller (cover):Andrew Robinson,, | onsaleDate:2014-04-16T00:00:00-0400 | focDate:2014-04-02T00:00:00-0400 | unlimitedDate:2014-10-20T00:00:00-0400 | digitalPurchaseDate:2014-04-16T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
