49089,Ms. Marvel (2014) #1,1,5374,299,"The legend has returned! Marvel Comics presents the all-new MS. MARVEL, the ground breaking heroine that has become an international sensation! Kamala Khan is just an ordinary girl from Jersey City--until she is suddenly empowered with extraordinary gifts. But who truly is the all-new Ms. Marvel? Teenager? Muslim? Inhuman? Find out as she takes the Marvel Universe by storm, and prepare for an epic tale that will be remembered by generations to come. History in the making is NOW!",, | artist:Adrian Alphona | penciller (cover):Sara Pichelli | writer:G. Willow Wilson,, | onsaleDate:2014-02-05T00:00:00-0500 | focDate:2014-01-22T00:00:00-0500 | unlimitedDate:2014-08-04T00:00:00-0400 | digitalPurchaseDate:2014-02-05T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:2.99
 
