4178,Wolverine (2003) #42,42,93523,15,"CIVIL WAR TIE-IN!  Logan makes it his personal mission to take down the man responsible for the Stamford disaster.  No sooner does he begin his hunt, however, than he discovers that someone else is stalking the same prey: a mysterious trio whose identity -- and disturbing mission -- will come as a shock to many!  If Logan's unsettled by who these guys are, then just wait until he discovers who they answer to! ", | Iron Man | Wolverine, | inker:Carlos Alberto cruz Cuevas | colorist:Edgar Delgado | letterer:Randy Gentile | writer:Marc Guggenheim | penciller (cover):Humberto Ramos, | Civil War, | onsaleDate:2006-05-24T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-04-27T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,5

