19926,Iron Man (1998) #51,51,40322,36,, | Iron Man, | editor:Tom Brevoort | editor:Marc Sumerak | letterer:Chris Eliopoulos | writer:Mike Grell | inker:Sean Parsons | penciler:Michael Ryan | colorist:Edgar Tadeo | colorist:Angelo Tsang,, | onsaleDate:2002-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2002,2

