14297,X-Men (1991) #113,113,103634,3,, | Cyclops | Dazzler | Magneto | Wolverine | X-Men, | editor:Pete Franco | editor:Mark Powers | colorist:Liquid Graphics | writer:Joe Quesada | letterer:Richard Starkings | letterer:Saida Temofonte | inker:Edgar Tadeo | penciller (cover):Leinil Francis Yu,, | onsaleDate:2001-06-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-05-26T00:00:00-0400, | printPrice:0 ,2001,4

