50687,Deadpool's Art of War (2014) #3,3,33151,64,"- You think you know war? - DEADPOOL DOESN'T. - Err...by which I mean, Deadpool doesn't think you know war. Not that Deadpool doesn't know war. - Because he does know war, that's sort of the point. He's teaching you about war in this series. Sorry for the confusion. ",, | writer:Peter David | penciller (cover):Scott Koblish,, | onsaleDate:2014-12-10T00:00:00-0500 | focDate:2014-11-24T00:00:00-0500 | unlimitedDate:2015-06-08T00:00:00-0400 | digitalPurchaseDate:2014-12-10T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
