30603,Ultimate Comics New Ultimates (2010) #3,3,47840,28,"If Thor returns, an Ultimate must die to take his place in Valhalla! With Cap, Iron Man and Hawkeye betrayed -- will one of them perish? Has Loki triumphed? All this and the Defenders' secret revealed! ",, | penciller:Frank Cho | writer:Jeph Loeb,, | onsaleDate:2010-07-21T00:00:00-0400 | focDate:2010-07-01T00:00:00-0400 | unlimitedDate:2015-07-15T10:43:59-0400, | printPrice:3.99,2010,7
 
