38991,Vengeance (2011) #6,6,10422,172,"The newest ruler of Latveria is targeted for death by the Young Masters! Can the Teen Brigade rescue young Kristoff, before his assassination sparks a World War? ", | Doctor Doom,,, | onsaleDate:2011-12-28T00:00:00-0500 | focDate:2011-12-14T00:00:00-0500 | unlimitedDate:2013-03-20T14:48:02-0400 | digitalPurchaseDate:2012-01-04T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
