21563,Cable (2008) #5,5,46419,47,"WAR BABY CONCLUSION Cable versus Bishop in the war-torn streets of future Manhattan! ", | Bishop | Cable | Hope Summers, | editor:Axel Alonso | letterer:Joe Caramagna | colorist:Ariel Olivetti | writer:Duane Swierczynski,, | onsaleDate:2008-07-02T00:00:00-0400 | focDate:2008-06-12T00:00:00-0400 | unlimitedDate:2010-03-31T00:00:00-0400 | digitalPurchaseDate:2010-11-09T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,7
 
