45802,Amazing Spider-Man (2014) #3,3,109029,2,"- Because of her last encounter with Spider-Man, Felicia Hardy lost everything. Now the Black Cat is back, and she doesn't want any apologies or excuses... just REVENGE. - Plus: Spidey teams up with a real hero, fireman Pedro Olivera... who just happens to be the current boyfriend to one Mary Jane Watson. - And... more on you-know-who from the opening scene back in ASM #1. You know who we're talking about. Yeah, that's right. You better not miss this one! ",, | penciller (cover):Humberto Ramos | writer:Dan Slott,, | onsaleDate:2014-06-25T00:00:00-0400 | focDate:2014-06-02T00:00:00-0400 | unlimitedDate:2014-12-22T00:00:00-0500 | digitalPurchaseDate:2014-06-25T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
