15297,Ultimates (2002) #2,2,115340,2,"SUPER-HUMAN PART 2 The government wants a new Captain America. With increased funding and Bruce Banner heading the Super Soldier project, they should have one in no time. That is until a startling discovery is made in the Arctic!",,,, | onsaleDate:2002-04-03T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2010-09-01T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,2

