30706,X-Men Legacy (2008) #239,239,53236,16,"COLLISION PART 2 When a pack of Sentinels chases a girl through the streets of Mumbai, the X-Men assume she's a newly-manifested mutant and rush to her aid. But could it be that she's something else entirely?  ",, | artist:Leinil Francis Yu,, | onsaleDate:2010-08-25T00:00:00-0400 | focDate:2010-08-14T00:00:00-0400 | unlimitedDate:2011-07-13T00:00:00-0400 | digitalPurchaseDate:2012-01-31T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,8
 
