37292,Iron Man 2.0 (2010) #1,1,31830,44,"Spinning directly out of INVINCIBLE IRON MAN! New mission! New armor! New Iron Man! Lt. Col. James Rhodes is War Machine...the single most advanced one-man weapon of conventional combat. But wars aren't fought the way they used to be â€"" and when Rhodey has to face a mysterious enemy he can't shoot, can't bomb, can't even see, he's going to be forced to evolve...or die. Find out why War Machine becomes Iron Man 2.0 in the 3-part launch arc of this all-new ongoing series! By breakout sensation Nick Spencer (Morning Glories, Action Comics) and the legendary Barry Kitson (INCREDIBLE HULKS, THE ORDER)! ", | Iron Patriot (James Rhodes), | editor:Alejandro Arbona | penciller:Barry Kitson | penciller (cover):Salvador Larroca | writer:Nick Spencer,, | onsaleDate:2011-02-09T00:00:00-0500 | focDate:2011-01-17T00:00:00-0500, | printPrice:3.99,2011,2
 
