35990,Deadpool Team-Up (2009) #885,885,15980,112,"The Merc with a Mouth meets the Cow with a Cape! Gaze in horror, dear reader, upon the fiendish experiments inflicted upon Deadpool and Bessie the Vampire Cow by the malevolent Dr. Kilgore in the name of mad science! ", | Deadpool,,, | onsaleDate:2011-02-09T00:00:00-0500 | focDate:2011-01-26T00:00:00-0500 | unlimitedDate:2014-11-16T15:48:39-0500 | digitalPurchaseDate:2012-11-13T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,2
 
