30488,New Mutants (2009) #15,15,35426,48,"FALL OF THE NEW MUTANTS PART 1 Spinning out of SECOND COMING, the New Mutants who are still left are licking their wounds on a forced R & R trip. While they try and put themselves back together, others are looking to take them apart. ", | New Mutants, | colorist:Guru-eFX | colorist:Brian Reber | letterer:Chris Eliopoulos | inker:Leonard Kirk | artist:Dave Wilkins,, | onsaleDate:2010-07-21T00:00:00-0400 | focDate:2010-07-10T00:00:00-0400 | unlimitedDate:2011-06-02T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,7
 
