27543,Avengers: The Initiative (2007) #26,26,38190,56,"Welcome to Camp H.A.M.M.E.R., where tomorrow's Dark Avengers are trained by Taskmaster and The Hood! While villains are being registered as heroes, the true heroes must find a way to stop Norman Osborn! ", | H.A.M.M.E.R. | Iron Man | New Warriors | Taskmaster | The Initiative, | inker:Roger Bonet | letterer:Joe Caramagna | penciller (cover):Matteo De Longis | colorist:Edgar Delgado | writer:Christos Gage | penciller:Rafa Sandoval | editor:Jeanine Schaefer,, | onsaleDate:2009-07-22T00:00:00-0400 | focDate:2009-07-02T00:00:00-0400 | unlimitedDate:2010-08-17T00:00:00-0400 | digitalPurchaseDate:2011-10-18T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,7
 
