30327,Amazing Spider-Man (1999) #652,652,52050,14,"REVENGE OF THE SPIDER-SLAYER PART 1 Alistair Smythe, The Spider-Slayer, has returned, and Mac Gargan isn't the only subject he's upgraded. The Spider-Slayer is about to unleash an entire Insect Army on Spider-Man's world! ", | Carlie Cooper | J. Jonah Jameson | Mary Jane Watson | May Parker | Spider-Man, | letterer:Joe Caramagna | penciller (cover):Stefano Caselli | colorist:Edgar Delgado | writer:Dan Slott | editor:Stephen Wacker,, | onsaleDate:2011-01-19T00:00:00-0500 | focDate:2011-01-05T00:00:00-0500 | unlimitedDate:2011-12-05T00:00:00-0500 | digitalPurchaseDate:2011-11-01T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,1
 
