17383,The Twelve (2007),0,20206,112,"This preview comic features the origin stories of Golden Age greats ""Rockman"" from USA Comics #1 (August 1941) by Charles Nicholas and Basil Wolverton and the never-before-reprinted ""Laughing Mask"" by Will Harr and Maurice Gutwirth from Daring Mystery Comics #2 (February 1940) and Phantom Reporter by Mike Robard and Sam Cooper from Daring Mystery Comics #3 (April 1940) along with character sketches and preview pages of the new series The Twelve by J. Michael Straczynski with art by Chris Weston. ,2007,12
<br>Rated T+...$2.99
<br>", | The Twelve,,, | onsaleDate:2007-12-05T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:2.99
 
