36446,X-Men (2010) #16,16,43161,28,"The X-Men and the FF team up when strange happenings in the Bermuda Triangle threaten the Marvel Universe. You've seen the X-Men and the FF interact before, but never with Magneto and Dr. Doom on the side of the angels! ", | X-Men, | writer:Victor Gischler,, | onsaleDate:2011-08-24T00:00:00-0400 | focDate:2011-08-01T00:00:00-0400 | unlimitedDate:2012-03-16T00:00:00-0400 | digitalPurchaseDate:2012-07-17T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,8
 
