22506,Avengers: The Initiative (2007) #19,19,52550,37,"Join 3-D MAN, CLOUD 9, KOMODO, HARDBALL, and heroes around America in the battle that will decide the fate of the planet and the future of the Initiative program. Will the Kill Krew Army win the day? ", | 3-D Man | Ant-Man (Eric O'Grady) | Dum Dum Dugan | Hank Pym | Hardball | Jocasta | Komodo (Melati Kusuma), | editor:Tom Brevoort | penciller:Mark Brooks | penciller:Bong Dazo | letterer:Chris Eliopoulos | writer:Christos Gage | writer:Dan Slott | colorist:Jay David Ramos | colorist:Chris Sotomayor | colorist:Christina Strain | inker:Harvey Tolibao, | Secret Invasion, | onsaleDate:2008-12-17T00:00:00-0500 | focDate:2008-11-27T00:00:00-0500 | unlimitedDate:2010-02-23T00:00:00-0500 | digitalPurchaseDate:2011-08-09T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,12
 
