206,X-Treme X-Men (2001) #40,40,55049,21,"""BOGAN"" pts. 1 & 2 (of 5) A mysterious telepath enters into the lives of the X-Men; an unknown assailant unexpectedly captures Bishop; Sage discovers a startling secret; plus the return of one of their most dangerous foes! 32 PGS. (each)/MARVEL PSR...$2.99 (each)", | X-Men, | inker:Greg Adams | writer:Chris Claremont | penciller:Igor Kordey | penciller (cover):Salvador Larroca,, | onsaleDate:2004-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:2.99 ,2004,1

