1646,Captain America & the Falcon (2004) #12,12,20687,98,"Brothers & Keepers (Adelphoite Phylaxes)"",2005,2
<br>Cap pursues a distraught and suicidal MODOK to Singapore, where Cap must come between MODOK and an enraged INCREDIBLE HULK. For, if Hulk kills MODOK, MODOK will unleash the deadly MODOK Virus, which threatens the entire planet! Meanwhile, S.H.I.E.L.D. Agent Ali Morales confronts Falcon on his recent odd behavior and forges an unlikely alliance.  Part 5 (of 5).
<br>",, | penciller:Joe Bennett | colorist:Transparency Digital | penciller (cover):Trevor Hairsine | inker:Jack Jadson | writer:Christopher Priest | letterer:Dave Sharpe,, | onsaleDate:2005-02-09T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2011-03-01T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99
 
