24212,War of Kings (2009) #3,3,45560,28,"Marvel's next sci-fi spectacular rages on! Emperor Vulcan cuts loose, but will final victory depend less on military might and more on actions of the conscience? And how will the Inhuman known as Crystal and the Imperial Guardsman named Gladiator factor in to the escalating events? The balance of power in the Marvel Cosmos will change in the interstellar battle that IGN.com calls ""the fight of the year""!,2009,5
<br>Rated T+ ...$3.99
<br>",, | writer:Dan Abnett | writer:Andy Lanning | letterer:Joe Caramagna | other:Chris Eliopoulos | inker:Rick Magyar | penciller:Paul Pelletier | colorist:Brandon Peterson | colorist:Wil Quintana, | War of Kings, | onsaleDate:2009-05-06T00:00:00-0400 | focDate:2009-04-16T00:00:00-0400 | unlimitedDate:2010-10-08T00:00:00-0400 | digitalPurchaseDate:2012-06-12T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99
 
