21174,Amazing Spider-Man (1999) #560,560,73991,23,"Peter Parker: Paparazzi! Part 2 of 3 Are Pete's paparazzi pics inspiring a super celebrity stalker?  Is he responsible for all of her grisly acts?  Even if he is, what can Spider-Man do about it?  How can anyone stop the freaky powers of Paper Doll?  ", | Paper Doll | Spider-Man, | penciller (cover):Marcos Martin | letterer:Cory Petit | colorist:Javier Rodriguez | writer:Dan Slott,, | onsaleDate:2008-05-21T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2008-04-28T00:00:00-0400 | digitalPurchaseDate:2010-08-12T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,5
 
