721,Amazing Spider-Man (1999) #509,509,2154,262,"The first chapter of a five-part story arc, featuring the stunning debut of new regular artist Mike Deodato Jr. (INCREDIBLE HULK) and the introduction of two new characters that will be discussed for years to come!", | Spider-Man, | penciller (cover):Mike Deodato | writer:Stan Lee | colorist:Matt Milla | inker:Jose Pimentel,, | onsaleDate:2004-06-23T00:00:00-0400 | focDate:1961-01-01T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500, | printPrice:2.25 ,2004,7

