30490,New Mutants (2009) #17,17,31684,59,"FALL OF THE NEW MUTANTS PART 3 The New Mutants are on their way to retrieve the mysterious object that Project Purgatory has captured. If only the New Mutants knew that Project Purgatory has a 10 mutant kill-team waiting for them. ", | New Mutants, | penciller:Leonard Kirk | writer:Zeb Wells | artist:Dave Wilkins,, | onsaleDate:2010-09-15T00:00:00-0400 | focDate:2010-08-26T00:00:00-0400 | unlimitedDate:2011-08-17T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2010,9
 
